Area Code,Area,Item Code,Item,Element Code,Element,Source Code,Source,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2030,Y2050
"91","Guyana","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.016200","0.017900","0.018200","0.016000","0.021400","0.017700","0.022000","0.019900","0.024000","0.023100","0.026100","0.032900","0.032700","0.039600","0.027200","0.021300","0.017900","0.041300","0.023100","0.015100","0.032900","0.032500","0.033800","0.034200","0.025800","0.044000","0.028300","0.037500","0.042400","0.028300","0.046000","0.037100","0.035400","0.028600","0.042400","0.038500","0.049400","0.048800","0.054900","0.038000","0.039600","0.048100","0.034000","0.067600","0.021900","0.029300","0.022500","0.064600","0.023700","0.050000","0.022500","0.040000","0.058700","0.050500","0.060900","0.039300","0.001600","0.070100","0.037000","0.038600","0.049100"
"91","Guyana","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.007200","0.007900","0.008100","0.007100","0.009500","0.007900","0.009800","0.008800","0.010700","0.010300","0.011600","0.014600","0.014600","0.017600","0.012100","0.009500","0.008000","0.018300","0.010200","0.006700","0.014600","0.014400","0.015000","0.015200","0.011500","0.019600","0.012600","0.016700","0.018900","0.012600","0.020400","0.016500","0.015700","0.012700","0.018900","0.017100","0.022000","0.021700","0.024400","0.016900","0.017600","0.021400","0.015100","0.030000","0.009700","0.013000","0.010000","0.028700","0.010500","0.022200","0.010000","0.017800","0.026100","0.022400","0.027100","0.017500","0.000700","0.031100","0.016400","0.017200","0.021800"
"91","Guyana","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.023400","0.025800","0.026200","0.023100","0.030900","0.025600","0.031700","0.028700","0.034600","0.033400","0.037700","0.047500","0.047300","0.057200","0.039300","0.030800","0.025900","0.059600","0.033300","0.021800","0.047600","0.046900","0.048800","0.049500","0.037300","0.063500","0.040900","0.054100","0.061300","0.040900","0.066400","0.053600","0.051100","0.041400","0.061300","0.055700","0.071400","0.070500","0.079300","0.054800","0.057200","0.069500","0.049100","0.097600","0.031600","0.042400","0.032500","0.093300","0.034200","0.072200","0.032500","0.057800","0.084800","0.073000","0.088000","0.056800","0.002300","0.101200","0.053400","0.055800","0.071000"
"91","Guyana","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","0.095400","0.105100","0.106900","0.094200","0.125800","0.104200","0.129300","0.117100","0.141300","0.136100","0.153700","0.193500","0.192800","0.233200","0.160400","0.125600","0.105500","0.243000","0.135800","0.088700","0.194000","0.191100","0.199100","0.201700","0.152200","0.259000","0.166600","0.220700","0.249900","0.166600","0.270700","0.218600","0.208200","0.168700","0.249900","0.227000","0.291000","0.287300","0.323400","0.223600","0.233200","0.283400","0.200300","0.398000","0.128700","0.172800","0.132500","0.380200","0.139600","0.294300","0.132700","0.235500","0.345500","0.297400","0.358600","0.231400","0.009600","0.412600","0.217900","0.227300","0.289300"
"95","Honduras","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients","5252000.000000","6245000.000000","7000000.000000","7000000.000000","8000000.000000","10000000.000000","8000000.000000","10000000.000000","13000000.000000","15000000.000000","16000000.000000","14000000.000000","14000000.000000","9500000.000000","11400000.000000","11000000.000000","15200000.000000","9900000.000000","10400000.000000","16000000.000000","14100000.000000","12821000.000000","19016000.000000","23000000.000000","14131000.000000","11638000.000000","17306000.000000","21521000.000000","20299000.000000","11105000.000000","20000000.000000","20922000.000000","33000000.000000","12000000.000000","72300000.000000","49800000.000000","82939000.000000","93893000.000000","109500000.000000","135900000.000000","110000000.000000","32539000.000000","51670000.000000","70653000.000000","75381000.000000","89464000.000000","83396000.000000","44657000.000000","50904000.000000","50346000.000000","83377000.000000","75439861.900000","90325507.100000","74041905.600000","75362379.700000","96084399.700000","110243736.600000","110175445.665000","105501193.988300","117640313.253000","174466566.265100"
"95","Honduras","3102","Nutrient nitrogen N (total)","516202","Nitrogen fertilizer content applied that leaches","3050","FAO TIER 1","kg of nutrients","1575600.000000","1873500.000000","2100000.000000","2100000.000000","2400000.000000","3000000.000000","2400000.000000","3000000.000000","3900000.000000","4500000.000000","4800000.000000","4200000.000000","4200000.000000","2850000.000000","3420000.000000","3300000.000000","4560000.000000","2970000.000000","3120000.000000","4800000.000000","4230000.000000","3846300.000000","5704800.000000","6900000.000000","4239300.000000","3491400.000000","5191800.000000","6456300.000000","6089700.000000","3331500.000000","6000000.000000","6276600.000000","9900000.000000","3600000.000000","21690000.000000","14940000.000000","24881700.000000","28167900.000000","32850000.000000","40770000.000000","33000000.000000","9761700.000000","15501000.000000","21195900.000000","22614300.000000","26839200.000000","25018800.000000","13397100.000000","15271200.000000","15103800.000000","25013100.000000","22631958.570000","27097652.130000","22212571.680000","22608713.910000","28825319.910000","33073120.980000","33052633.699500","31650358.196500","35292093.975900","52339969.879500"
"95","Honduras","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients","525200.000000","624500.000000","700000.000000","700000.000000","800000.000000","1000000.000000","800000.000000","1000000.000000","1300000.000000","1500000.000000","1600000.000000","1400000.000000","1400000.000000","950000.000000","1140000.000000","1100000.000000","1520000.000000","990000.000000","1040000.000000","1600000.000000","1410000.000000","1282100.000000","1901600.000000","2300000.000000","1413100.000000","1163800.000000","1730600.000000","2152100.000000","2029900.000000","1110500.000000","2000000.000000","2092200.000000","3300000.000000","1200000.000000","7230000.000000","4980000.000000","8293900.000000","9389300.000000","10950000.000000","13590000.000000","11000000.000000","3253900.000000","5167000.000000","7065300.000000","7538100.000000","8946400.000000","8339600.000000","4465700.000000","5090400.000000","5034600.000000","8337700.000000","7543986.190000","9032550.710000","7404190.560000","7536237.970000","9608439.970000","11024373.660000","11017544.566500","10550119.398800","11764031.325300","17446656.626500"
"95","Honduras","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.082500","0.098100","0.110000","0.110000","0.125700","0.157100","0.125700","0.157100","0.204300","0.235700","0.251400","0.220000","0.220000","0.149300","0.179100","0.172900","0.238900","0.155600","0.163400","0.251400","0.221600","0.201500","0.298800","0.361400","0.222100","0.182900","0.272000","0.338200","0.319000","0.174500","0.314300","0.328800","0.518600","0.188600","1.136100","0.782600","1.303300","1.475500","1.720700","2.135600","1.728600","0.511300","0.812000","1.110300","1.184600","1.405900","1.310500","0.701800","0.799900","0.791200","1.310200","1.185500","1.419400","1.163500","1.184300","1.509900","1.732400","1.731300","1.657900","1.848600","2.741600"
"95","Honduras","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.018600","0.022100","0.024800","0.024800","0.028300","0.035400","0.028300","0.035400","0.046000","0.053000","0.056600","0.049500","0.049500","0.033600","0.040300","0.038900","0.053700","0.035000","0.036800","0.056600","0.049900","0.045300","0.067200","0.081300","0.050000","0.041100","0.061200","0.076100","0.071800","0.039300","0.070700","0.074000","0.116700","0.042400","0.255600","0.176100","0.293200","0.332000","0.387200","0.480500","0.388900","0.115000","0.182700","0.249800","0.266500","0.316300","0.294900","0.157900","0.180000","0.178000","0.294800","0.266700","0.319400","0.261800","0.266500","0.339700","0.389800","0.389500","0.373000","0.415900","0.616900"
"95","Honduras","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.008300","0.009800","0.011000","0.011000","0.012600","0.015700","0.012600","0.015700","0.020400","0.023600","0.025100","0.022000","0.022000","0.014900","0.017900","0.017300","0.023900","0.015600","0.016300","0.025100","0.022200","0.020100","0.029900","0.036100","0.022200","0.018300","0.027200","0.033800","0.031900","0.017500","0.031400","0.032900","0.051900","0.018900","0.113600","0.078300","0.130300","0.147500","0.172100","0.213600","0.172900","0.051100","0.081200","0.111000","0.118500","0.140600","0.131100","0.070200","0.080000","0.079100","0.131000","0.118500","0.141900","0.116400","0.118400","0.151000","0.173200","0.173100","0.165800","0.184900","0.274200"
"95","Honduras","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.026800","0.031900","0.035700","0.035700","0.040900","0.051100","0.040900","0.051100","0.066400","0.076600","0.081700","0.071500","0.071500","0.048500","0.058200","0.056200","0.077600","0.050600","0.053100","0.081700","0.072000","0.065500","0.097100","0.117500","0.072200","0.059400","0.088400","0.109900","0.103700","0.056700","0.102100","0.106900","0.168500","0.061300","0.369200","0.254300","0.423600","0.479500","0.559200","0.694100","0.561800","0.166200","0.263900","0.360800","0.385000","0.456900","0.425900","0.228100","0.260000","0.257100","0.425800","0.385300","0.461300","0.378100","0.384900","0.490700","0.563000","0.562700","0.538800","0.600800","0.891000"
"95","Honduras","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","0.109400","0.130000","0.145800","0.145800","0.166600","0.208200","0.166600","0.208200","0.270700","0.312300","0.333100","0.291500","0.291500","0.197800","0.237400","0.229000","0.316500","0.206100","0.216500","0.333100","0.293600","0.267000","0.395900","0.478900","0.294200","0.242300","0.360300","0.448100","0.422700","0.231200","0.416400","0.435600","0.687100","0.249900","1.505400","1.036900","1.726900","1.955000","2.279900","2.829600","2.290400","0.677500","1.075800","1.471100","1.569500","1.862800","1.736400","0.929800","1.059900","1.048300","1.736000","1.570800","1.880700","1.541700","1.569200","2.000600","2.295400","2.294000","2.196700","2.449400","3.632600"
"97","Hungary","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients","95011000.000000","135355000.000000","134377000.000000","169128000.000000","179971000.000000","185296000.000000","236552000.000000","304576000.000000","347901000.000000","391191000.000000","393500000.000000","421843000.000000","492735000.000000","551298000.000000","535838000.000000","522414000.000000","582055000.000000","570129000.000000","570125000.000000","536778000.000000","562930000.000000","646546000.000000","625369000.000000","625906000.000000","558375000.000000","593393000.000000","613827000.000000","646301000.000000","572800000.000000","358644000.000000","264468000.000000","148000000.000000","225300000.000000","243123000.000000","246752000.000000","318506000.000000","285800000.000000","282000000.000000","320600000.000000","320000000.000000","336000000.000000","303000000.000000","289000000.000000","293000000.000000","260000000.000000","289000000.000000","320000000.000000","316912000.000000","272056000.000000","272572000.000000","303445000.000000","312940000.000000","342949000.000000","326753000.000000","338781000.000000","347405000.000000","374728000.000000","423600000.000000","381911000.000000","283375434.998800","285103498.632900"
"97","Hungary","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3051","UNFCCC","kg of nutrients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358000000.000000","140000000.000000","148000000.000000","161000000.000000","222000000.000000","191000000.000000","203000000.000000","206000000.000000","248000000.000000","262000000.000000","258000000.000000","275000000.000000","303000000.000000","289000000.000000","293000000.000000","260000000.000000","289000000.000000","320000000.000000","294000000.000000","275000000.000000","281000000.000000","301825000.000000","312940000.000000","342948504.518600","341199620.000000","378337660.000000","403970410.000000","424475880.000000","424276830.000000","415901000.000000",,
"97","Hungary","3102","Nutrient nitrogen N (total)","516202","Nitrogen fertilizer content applied that leaches","3050","FAO TIER 1","kg of nutrients","28503300.000000","40606500.000000","40313100.000000","50738400.000000","53991300.000000","55588800.000000","70965600.000000","91372800.000000","104370300.000000","117357300.000000","118050000.000000","126552900.000000","147820500.000000","165389400.000000","160751400.000000","156724200.000000","174616500.000000","171038700.000000","171037500.000000","161033400.000000","168879000.000000","193963800.000000","187610700.000000","187771800.000000","167512500.000000","178017900.000000","184148100.000000","193890300.000000","171840000.000000","107593200.000000","79340400.000000","44400000.000000","67590000.000000","72936900.000000","74025600.000000","95551800.000000","85740000.000000","84600000.000000","96180000.000000","96000000.000000","100800000.000000","90900000.000000","86700000.000000","87900000.000000","78000000.000000","86700000.000000","96000000.000000","95073600.000000","81616800.000000","81771600.000000","91033500.000000","93882000.000000","102884700.000000","98025900.000000","101634300.000000","104221500.000000","112418400.000000","127080000.000000","114573300.000000","85012630.499600","85531049.589900"
"97","Hungary","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients","9501100.000000","13535500.000000","13437700.000000","16912800.000000","17997100.000000","18529600.000000","23655200.000000","30457600.000000","34790100.000000","39119100.000000","39350000.000000","42184300.000000","49273500.000000","55129800.000000","53583800.000000","52241400.000000","58205500.000000","57012900.000000","57012500.000000","53677800.000000","56293000.000000","64654600.000000","62536900.000000","62590600.000000","55837500.000000","59339300.000000","61382700.000000","64630100.000000","57280000.000000","35864400.000000","26446800.000000","14800000.000000","22530000.000000","24312300.000000","24675200.000000","31850600.000000","28580000.000000","28200000.000000","32060000.000000","32000000.000000","33600000.000000","30300000.000000","28900000.000000","29300000.000000","26000000.000000","28900000.000000","32000000.000000","31691200.000000","27205600.000000","27257200.000000","30344500.000000","31294000.000000","34294900.000000","32675300.000000","33878100.000000","34740500.000000","37472800.000000","42360000.000000","38191100.000000","28337543.499900","28510349.863300"
"97","Hungary","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","1.493000","2.127000","2.111600","2.657700","2.828100","2.911800","3.717200","4.786200","5.467000","6.147300","6.183600","6.629000","7.743000","8.663300","8.420300","8.209400","9.146600","8.959200","8.959100","8.435100","8.846000","10.160000","9.827200","9.835700","8.774500","9.324700","9.645900","10.156200","9.001100","5.635800","4.155900","2.325700","3.540400","3.820500","3.877500","5.005100","4.491100","4.431400","5.038000","5.028600","5.280000","4.761400","4.541400","4.604300","4.085700","4.541400","5.028600","4.980000","4.275200","4.283300","4.768400","4.917600","5.389200","5.134700","5.323700","5.459200","5.888600","6.656600","6.001500","4.453000","4.480200"
"97","Hungary","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.625700","2.200000","2.325700","2.530000","3.488600","3.001400","3.190000","3.237100","3.897100","4.117100","4.054300","4.321400","4.761400","4.541400","4.604300","4.085700","4.541400","5.028600","4.620000","4.321400","4.415700","4.743000","4.917600","5.389200","5.361700","5.945300","6.348100","6.670300","6.667200","6.535600",,
"97","Hungary","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.335900","0.478600","0.475100","0.598000","0.636300","0.655200","0.836400","1.076900","1.230100","1.383100","1.391300","1.491500","1.742200","1.949200","1.894600","1.847100","2.058000","2.015800","2.015800","1.897900","1.990400","2.286000","2.211100","2.213000","1.974300","2.098100","2.170300","2.285100","2.025300","1.268100","0.935100","0.523300","0.796600","0.859600","0.872400","1.126100","1.010500","0.997100","1.133600","1.131400","1.188000","1.071300","1.021800","1.036000","0.919300","1.021800","1.131400","1.120500","0.961900","0.963700","1.072900","1.106500","1.212600","1.155300","1.197800","1.228300","1.324900","1.497700","1.350300","1.001900","1.008000"
"97","Hungary","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.149300","0.212700","0.211200","0.265800","0.282800","0.291200","0.371700","0.478600","0.546700","0.614700","0.618400","0.662900","0.774300","0.866300","0.842000","0.820900","0.914700","0.895900","0.895900","0.843500","0.884600","1.016000","0.982700","0.983600","0.877400","0.932500","0.964600","1.015600","0.900100","0.563600","0.415600","0.232600","0.354000","0.382100","0.387800","0.500500","0.449100","0.443100","0.503800","0.502900","0.528000","0.476100","0.454100","0.460400","0.408600","0.454100","0.502900","0.498000","0.427500","0.428300","0.476800","0.491800","0.538900","0.513500","0.532400","0.545900","0.588900","0.665700","0.600100","0.445300","0.448000"
"97","Hungary","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.485200","0.691300","0.686300","0.863800","0.919100","0.946300","1.208100","1.555500","1.776800","1.997900","2.009700","2.154400","2.516500","2.815600","2.736600","2.668000","2.972600","2.911700","2.911700","2.741400","2.875000","3.302000","3.193800","3.196600","2.851700","3.030500","3.134900","3.300800","2.925400","1.831600","1.350700","0.755900","1.150600","1.241700","1.260200","1.626700","1.459600","1.440200","1.637400","1.634300","1.716000","1.547500","1.476000","1.496400","1.327900","1.476000","1.634300","1.618500","1.389400","1.392100","1.549700","1.598200","1.751500","1.668800","1.730200","1.774200","1.913800","2.163400","1.950500","1.447200","1.456100"
"97","Hungary","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","1.978300","2.818300","2.797900","3.521500","3.747300","3.858100","4.925400","6.341700","7.243800","8.145200","8.193200","8.783400","10.259400","11.478800","11.156900","10.877400","12.119200","11.870900","11.870800","11.176500","11.721000","13.462000","13.021100","13.032300","11.626200","12.355300","12.780800","13.456900","11.926500","7.467500","5.506600","3.081600","4.691100","5.062200","5.137700","6.631700","5.950800","5.871600","6.675400","6.662900","6.996000","6.308900","6.017400","6.100700","5.413600","6.017400","6.662900","6.598600","5.664600","5.675300","6.318200","6.515900","7.140700","6.803500","7.053900","7.233500","7.802400","8.820000","7.951900","5.900300","5.936300"
"99","Iceland","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients","7409000.000000","8998000.000000","9541000.000000","10024000.000000","10175000.000000","10536000.000000","11428000.000000","12008000.000000","11745000.000000","12134000.000000","13313000.000000","13704000.000000","14145000.000000","13589000.000000","14761000.000000","14813000.000000","15007000.000000","15779000.000000","15734000.000000","14868000.000000","15202000.000000","14700000.000000","14813000.000000","13544000.000000","12918000.000000","12739000.000000","11381000.000000","11801000.000000","12100000.000000","12500000.000000","12126000.000000","10848000.000000","12000000.000000","11200000.000000","10062000.000000","11592000.000000","11800000.000000","12500000.000000","13500000.000000","13000000.000000","8981000.000000","11085000.000000","10344000.000000","9889000.000000","9775000.000000","12342000.000000","13832000.000000","15321000.000000","7535000.000000","7590000.000000","8670000.000000","9429000.000000","8616000.000000","10793000.000000","11374000.000000","10831000.000000","13066000.000000","11743000.000000","11880000.000000","14890118.343200","16804562.130200"
"99","Iceland","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3051","UNFCCC","kg of nutrients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12470909.900000","12158764.270000","10900764.270000","11396510.810000","11783092.730000","11193140.870000","12096367.630000","11596807.210000","11696080.420000","12679859.710000","12665106.200000","12367471.850000","11067256.940000","10327481.900000","9879815.240000","9756841.040000","12322737.090000","13871245.030000","15353400.000000","12152000.000000","10858035.000000","10498590.950000","12102200.000000","11595600.000000","14323650.000000","11637630.000000","10828800.000000","13059733.330000","11743000.000000","10381000.000000",,
"99","Iceland","3102","Nutrient nitrogen N (total)","516202","Nitrogen fertilizer content applied that leaches","3050","FAO TIER 1","kg of nutrients","2222700.000000","2699400.000000","2862300.000000","3007200.000000","3052500.000000","3160800.000000","3428400.000000","3602400.000000","3523500.000000","3640200.000000","3993900.000000","4111200.000000","4243500.000000","4076700.000000","4428300.000000","4443900.000000","4502100.000000","4733700.000000","4720200.000000","4460400.000000","4560600.000000","4410000.000000","4443900.000000","4063200.000000","3875400.000000","3821700.000000","3414300.000000","3540300.000000","3630000.000000","3750000.000000","3637800.000000","3254400.000000","3600000.000000","3360000.000000","3018600.000000","3477600.000000","3540000.000000","3750000.000000","4050000.000000","3900000.000000","2694300.000000","3325500.000000","3103200.000000","2966700.000000","2932500.000000","3702600.000000","4149600.000000","4596300.000000","2260500.000000","2277000.000000","2601000.000000","2828700.000000","2584800.000000","3237900.000000","3412200.000000","3249300.000000","3919800.000000","3522900.000000","3564000.000000","4467035.503000","5041368.639100"
"99","Iceland","3102","Nutrient nitrogen N (total)","516201","Nitrogen fertilizer content applied that volatilises","3050","FAO TIER 1","kg of nutrients","740900.000000","899800.000000","954100.000000","1002400.000000","1017500.000000","1053600.000000","1142800.000000","1200800.000000","1174500.000000","1213400.000000","1331300.000000","1370400.000000","1414500.000000","1358900.000000","1476100.000000","1481300.000000","1500700.000000","1577900.000000","1573400.000000","1486800.000000","1520200.000000","1470000.000000","1481300.000000","1354400.000000","1291800.000000","1273900.000000","1138100.000000","1180100.000000","1210000.000000","1250000.000000","1212600.000000","1084800.000000","1200000.000000","1120000.000000","1006200.000000","1159200.000000","1180000.000000","1250000.000000","1350000.000000","1300000.000000","898100.000000","1108500.000000","1034400.000000","988900.000000","977500.000000","1234200.000000","1383200.000000","1532100.000000","753500.000000","759000.000000","867000.000000","942900.000000","861600.000000","1079300.000000","1137400.000000","1083100.000000","1306600.000000","1174300.000000","1188000.000000","1489011.834300","1680456.213000"
"99","Iceland","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.116400","0.141400","0.149900","0.157500","0.159900","0.165600","0.179600","0.188700","0.184600","0.190700","0.209200","0.215300","0.222300","0.213500","0.232000","0.232800","0.235800","0.248000","0.247200","0.233600","0.238900","0.231000","0.232800","0.212800","0.203000","0.200200","0.178800","0.185400","0.190100","0.196400","0.190600","0.170500","0.188600","0.176000","0.158100","0.182200","0.185400","0.196400","0.212100","0.204300","0.141100","0.174200","0.162500","0.155400","0.153600","0.193900","0.217400","0.240800","0.118400","0.119300","0.136200","0.148200","0.135400","0.169600","0.178700","0.170200","0.205300","0.184500","0.186700","0.234000","0.264100"
"99","Iceland","3102","Nutrient nitrogen N (total)","72343","Direct emissions (N2O) (Synthetic fertilizers)","3051","UNFCCC","kilotonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.196000","0.191100","0.171400","0.179200","0.185200","0.176000","0.190100","0.182300","0.183900","0.199300","0.199300","0.194600","0.174200","0.162500","0.155600","0.153600","0.193900","0.218300","0.241500","0.191300","0.170900","0.165300","0.190300","0.182500","0.225300","0.183100","0.170200","0.205300","0.184500","0.163100",,
"99","Iceland","3102","Nutrient nitrogen N (total)","723632","Indirect emissions (N2O that leaches) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.026200","0.031800","0.033700","0.035400","0.036000","0.037300","0.040400","0.042500","0.041500","0.042900","0.047100","0.048500","0.050000","0.048000","0.052200","0.052400","0.053100","0.055800","0.055600","0.052600","0.053700","0.052000","0.052400","0.047900","0.045700","0.045000","0.040200","0.041700","0.042800","0.044200","0.042900","0.038400","0.042400","0.039600","0.035600","0.041000","0.041700","0.044200","0.047700","0.046000","0.031800","0.039200","0.036600","0.035000","0.034600","0.043600","0.048900","0.054200","0.026600","0.026800","0.030700","0.033300","0.030500","0.038200","0.040200","0.038300","0.046200","0.041500","0.042000","0.052600","0.059400"
"99","Iceland","3102","Nutrient nitrogen N (total)","723631","Indirect emissions (N2O that volatilises) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.011600","0.014100","0.015000","0.015800","0.016000","0.016600","0.018000","0.018900","0.018500","0.019100","0.020900","0.021500","0.022200","0.021400","0.023200","0.023300","0.023600","0.024800","0.024700","0.023400","0.023900","0.023100","0.023300","0.021300","0.020300","0.020000","0.017900","0.018500","0.019000","0.019600","0.019100","0.017000","0.018900","0.017600","0.015800","0.018200","0.018500","0.019600","0.021200","0.020400","0.014100","0.017400","0.016300","0.015500","0.015400","0.019400","0.021700","0.024100","0.011800","0.011900","0.013600","0.014800","0.013500","0.017000","0.017900","0.017000","0.020500","0.018500","0.018700","0.023400","0.026400"
"99","Iceland","3102","Nutrient nitrogen N (total)","72363","Indirect emissions (N2O) (Synthetic fertilizers)","3050","FAO TIER 1","kilotonnes","0.037800","0.046000","0.048700","0.051200","0.052000","0.053800","0.058400","0.061300","0.060000","0.062000","0.068000","0.070000","0.072200","0.069400","0.075400","0.075700","0.076600","0.080600","0.080400","0.075900","0.077600","0.075100","0.075700","0.069200","0.066000","0.065100","0.058100","0.060300","0.061800","0.063800","0.061900","0.055400","0.061300","0.057200","0.051400","0.059200","0.060300","0.063800","0.068900","0.066400","0.045900","0.056600","0.052800","0.050500","0.049900","0.063000","0.070600","0.078200","0.038500","0.038800","0.044300","0.048200","0.044000","0.055100","0.058100","0.055300","0.066700","0.060000","0.060700","0.076000","0.085800"
"99","Iceland","3102","Nutrient nitrogen N (total)","7230","Emissions (N2O)","3050","FAO TIER 1","kilotonnes","0.154300","0.187400","0.198700","0.208700","0.211900","0.219400","0.237900","0.250000","0.244500","0.252600","0.277200","0.285300","0.294500","0.282900","0.307300","0.308400","0.312500","0.328500","0.327600","0.309600","0.316500","0.306100","0.308400","0.282000","0.269000","0.265200","0.237000","0.245700","0.251900","0.260300","0.252500","0.225900","0.249900","0.233200","0.209500","0.241400","0.245700","0.260300","0.281100","0.270700","0.187000","0.230800","0.215400","0.205900","0.203500","0.257000","0.288000","0.319000","0.156900","0.158000","0.180500","0.196300","0.179400","0.224700","0.236800","0.225500","0.272100","0.244500","0.247400","0.310000","0.349900"
"100","India","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3050","FAO TIER 1","kg of nutrients","249800000.000000","333000000.000000","376800000.000000","555200000.000000","574800000.000000","737800000.000000","1034600000.000000","1208600000.000000","1356000000.000000","1479000000.000000","1798000000.000000","1839000000.000000","1829000000.000000","1765700000.000000","2748600000.000000","2456900000.000000","2913000000.000000","3419500000.000000","3498100000.000000","3678100000.000000","4068700000.000000","4042900000.000000","4637300000.000000","5333300000.000000","5750000000.000000","6528700000.000000","5702900000.000000","7157500000.000000","7150900000.000000","7565500000.000000","8046272000.000000","8426735000.000000","8778871000.000000","9507169000.000000","9822852000.000000","10315919000.000000","10901899000.000000","11353755000.000000","11586250000.000000","10920200000.000000","11310175000.000000","10469210000.000000","11077861000.000000","11712729000.000000","12723910000.000000","13760868000.000000","14417665000.000000","14863815000.000000","15558372000.000000","16450653000.000000","17367540000.000000","16820900000.000000","16750100000.000000","16949600000.000000","17372300000.000000","16735400000.000000","16958000000.000000","17628200000.000000","17107200000.000000","23683571120.952202","27686146621.893101"
"100","India","3102","Nutrient nitrogen N (total)","5162","Agricultural Use in nutrients","3051","UNFCCC","kg of nutrients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17372000000.000000","16735000000.000000",,,,,
